OBJECTID,ISO_2_CODE,ISO_3_CODE,ADM0_NAME,date_epicrv,NewCase,CumCase,NewDeath,CumDeath,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
1026,AU,AUS,Australia,2020-05-12T00:00:00.000Z,7,6948,0,97,澳大利亚,Australie,Australia,Австралия,أستراليا
1027,AU,AUS,Australia,2020-05-13T00:00:00.000Z,16,6964,0,97,澳大利亚,Australie,Australia,Австралия,أستراليا
1028,AU,AUS,Australia,2020-05-14T00:00:00.000Z,11,6975,1,98,澳大利亚,Australie,Australia,Австралия,أستراليا
1029,AU,AUS,Australia,2020-05-15T00:00:00.000Z,14,6989,0,98,澳大利亚,Australie,Australia,Австралия,أستراليا
1030,AU,AUS,Australia,2020-05-16T00:00:00.000Z,30,7019,0,98,澳大利亚,Australie,Australia,Австралия,أستراليا
1031,AU,AUS,Australia,2020-05-17T00:00:00.000Z,17,7036,0,98,澳大利亚,Australie,Australia,Австралия,أستراليا
1032,AU,AUS,Australia,2020-05-18T00:00:00.000Z,9,7045,0,98,澳大利亚,Australie,Australia,Австралия,أستراليا
1033,AU,AUS,Australia,2020-05-19T00:00:00.000Z,15,7060,1,99,澳大利亚,Australie,Australia,Австралия,أستراليا
1034,AU,AUS,Australia,2020-05-20T00:00:00.000Z,8,7068,0,99,澳大利亚,Australie,Australia,Австралия,أستراليا
1035,AU,AUS,Australia,2020-05-21T00:00:00.000Z,11,7079,1,100,澳大利亚,Australie,Australia,Австралия,أستراليا
1036,AU,AUS,Australia,2020-05-22T00:00:00.000Z,2,7081,0,100,澳大利亚,Australie,Australia,Австралия,أستراليا
1037,AU,AUS,Australia,2020-05-23T00:00:00.000Z,14,7095,1,101,澳大利亚,Australie,Australia,Австралия,أستراليا
1038,AU,AUS,Australia,2020-05-24T00:00:00.000Z,11,7106,1,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1039,AU,AUS,Australia,2020-05-25T00:00:00.000Z,3,7109,0,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1040,AU,AUS,Australia,2020-05-26T00:00:00.000Z,9,7118,0,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1041,AU,AUS,Australia,2020-05-27T00:00:00.000Z,15,7133,0,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1042,AU,AUS,Australia,2020-05-28T00:00:00.000Z,6,7139,1,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1043,AU,AUS,Australia,2020-05-29T00:00:00.000Z,11,7150,0,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1044,AU,AUS,Australia,2020-05-30T00:00:00.000Z,23,7173,0,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1045,AU,AUS,Australia,2020-05-31T00:00:00.000Z,12,7185,0,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1046,AU,AUS,Australia,2020-06-01T00:00:00.000Z,10,7195,0,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1047,AU,AUS,Australia,2020-06-02T00:00:00.000Z,9,7204,0,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1048,AU,AUS,Australia,2020-06-03T00:00:00.000Z,17,7221,0,103,澳大利亚,Australie,Australia,Австралия,أستراليا
1049,AU,AUS,Australia,2020-06-04T00:00:00.000Z,8,7229,-1,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1050,AU,AUS,Australia,2020-06-05T00:00:00.000Z,11,7240,0,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1051,AU,AUS,Australia,2020-06-06T00:00:00.000Z,11,7251,0,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1052,AU,AUS,Australia,2020-06-07T00:00:00.000Z,4,7255,0,102,澳大利亚,Australie,Australia,Австралия,أستراليا
1053,AT,AUT,Austria,2020-02-25T00:00:00.000Z,2,2,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1054,AT,AUT,Austria,2020-02-26T00:00:00.000Z,0,2,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1055,AT,AUT,Austria,2020-02-27T00:00:00.000Z,2,4,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1056,AT,AUT,Austria,2020-02-28T00:00:00.000Z,1,5,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1057,AT,AUT,Austria,2020-02-29T00:00:00.000Z,5,10,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1058,AT,AUT,Austria,2020-03-01T00:00:00.000Z,0,10,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1059,AT,AUT,Austria,2020-03-02T00:00:00.000Z,8,18,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1060,AT,AUT,Austria,2020-03-03T00:00:00.000Z,6,24,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1061,AT,AUT,Austria,2020-03-04T00:00:00.000Z,5,29,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1062,AT,AUT,Austria,2020-03-05T00:00:00.000Z,8,37,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1063,AT,AUT,Austria,2020-03-06T00:00:00.000Z,29,66,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1064,AT,AUT,Austria,2020-03-07T00:00:00.000Z,13,79,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1065,AT,AUT,Austria,2020-03-08T00:00:00.000Z,23,102,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1066,AT,AUT,Austria,2020-03-09T00:00:00.000Z,10,112,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1067,AT,AUT,Austria,2020-03-10T00:00:00.000Z,70,182,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1068,AT,AUT,Austria,2020-03-11T00:00:00.000Z,0,182,0,0,奥地利,Autriche,Austria,Австрия,النمسا
1069,AT,AUT,Austria,2020-03-12T00:00:00.000Z,179,361,1,1,奥地利,Autriche,Austria,Австрия,النمسا
1070,AT,AUT,Austria,2020-03-13T00:00:00.000Z,143,504,0,1,奥地利,Autriche,Austria,Австрия,النمسا
1071,AT,AUT,Austria,2020-03-14T00:00:00.000Z,151,655,0,1,奥地利,Autriche,Austria,Австрия,النمسا
1072,AT,AUT,Austria,2020-03-15T00:00:00.000Z,205,860,0,1,奥地利,Autriche,Austria,Австрия,النمسا
1073,AT,AUT,Austria,2020-03-16T00:00:00.000Z,99,959,0,1,奥地利,Autriche,Austria,Австрия,النمسا
1074,AT,AUT,Austria,2020-03-17T00:00:00.000Z,373,1332,2,3,奥地利,Autriche,Austria,Австрия,النمسا
1075,AT,AUT,Austria,2020-03-18T00:00:00.000Z,314,1646,1,4,奥地利,Autriche,Austria,Австрия,النمسا
1076,AT,AUT,Austria,2020-03-19T00:00:00.000Z,197,1843,1,5,奥地利,Autriche,Austria,Австрия,النمسا
1077,AT,AUT,Austria,2020-03-20T00:00:00.000Z,806,2649,1,6,奥地利,Autriche,Austria,Австрия,النمسا
1078,AT,AUT,Austria,2020-03-21T00:00:00.000Z,375,3024,2,8,奥地利,Autriche,Austria,Австрия,النمسا
1079,AT,AUT,Austria,2020-03-22T00:00:00.000Z,0,3024,0,8,奥地利,Autriche,Austria,Австрия,النمسا
1080,AT,AUT,Austria,2020-03-23T00:00:00.000Z,607,3631,8,16,奥地利,Autriche,Austria,Австрия,النمسا
1081,AT,AUT,Austria,2020-03-24T00:00:00.000Z,855,4486,9,25,奥地利,Autriche,Austria,Австрия,النمسا
1082,AT,AUT,Austria,2020-03-25T00:00:00.000Z,796,5282,5,30,奥地利,Autriche,Austria,Австрия,النمسا
1083,AT,AUT,Austria,2020-03-26T00:00:00.000Z,606,5888,4,34,奥地利,Autriche,Austria,Австрия,النمسا
1084,AT,AUT,Austria,2020-03-27T00:00:00.000Z,1141,7029,18,52,奥地利,Autriche,Austria,Австрия,النمسا
1085,AT,AUT,Austria,2020-03-28T00:00:00.000Z,668,7697,16,68,奥地利,Autriche,Austria,Австрия,النمسا
1086,AT,AUT,Austria,2020-03-29T00:00:00.000Z,594,8291,0,68,奥地利,Autriche,Austria,Австрия,النمسا
1087,AT,AUT,Austria,2020-03-30T00:00:00.000Z,522,8813,18,86,奥地利,Autriche,Austria,Австрия,النمسا
1088,AT,AUT,Austria,2020-03-31T00:00:00.000Z,805,9618,22,108,奥地利,Autriche,Austria,Австрия,النمسا
1089,AT,AUT,Austria,2020-04-01T00:00:00.000Z,564,10182,20,128,奥地利,Autriche,Austria,Австрия,النمسا
1090,AT,AUT,Austria,2020-04-02T00:00:00.000Z,529,10711,18,146,奥地利,Autriche,Austria,Австрия,النمسا
1091,AT,AUT,Austria,2020-04-03T00:00:00.000Z,418,11129,12,158,奥地利,Autriche,Austria,Австрия,النمسا
1092,AT,AUT,Austria,2020-04-04T00:00:00.000Z,396,11525,10,168,奥地利,Autriche,Austria,Австрия,النمسا
1093,AT,AUT,Austria,2020-04-05T00:00:00.000Z,241,11766,18,186,奥地利,Autriche,Austria,Австрия,النمسا
1094,AT,AUT,Austria,2020-04-06T00:00:00.000Z,217,11983,18,204,奥地利,Autriche,Austria,Австрия,النمسا
1095,AT,AUT,Austria,2020-04-07T00:00:00.000Z,314,12297,16,220,奥地利,Autriche,Austria,Австрия,النمسا
1096,AT,AUT,Austria,2020-04-08T00:00:00.000Z,343,12640,23,243,奥地利,Autriche,Austria,Австрия,النمسا
1097,AT,AUT,Austria,2020-04-09T00:00:00.000Z,329,12969,30,273,奥地利,Autriche,Austria,Австрия,النمسا
1098,AT,AUT,Austria,2020-04-10T00:00:00.000Z,279,13248,22,295,奥地利,Autriche,Austria,Австрия,النمسا
1099,AT,AUT,Austria,2020-04-11T00:00:00.000Z,312,13560,24,319,奥地利,Autriche,Austria,Австрия,النمسا
1100,AT,AUT,Austria,2020-04-12T00:00:00.000Z,247,13807,18,337,奥地利,Autriche,Austria,Австрия,النمسا
1101,AT,AUT,Austria,2020-04-13T00:00:00.000Z,130,13937,13,350,奥地利,Autriche,Austria,Австрия,النمسا
1102,AT,AUT,Austria,2020-04-14T00:00:00.000Z,106,14043,18,368,奥地利,Autriche,Austria,Австрия,النمسا
1103,AT,AUT,Austria,2020-04-15T00:00:00.000Z,191,14234,16,384,奥地利,Autriche,Austria,Австрия,النمسا
1104,AT,AUT,Austria,2020-04-16T00:00:00.000Z,136,14370,9,393,奥地利,Autriche,Austria,Австрия,النمسا
1105,AT,AUT,Austria,2020-04-17T00:00:00.000Z,78,14448,17,410,奥地利,Autriche,Austria,Австрия,النمسا
1106,AT,AUT,Austria,2020-04-18T00:00:00.000Z,155,14603,21,431,奥地利,Autriche,Austria,Австрия,النمسا
1107,AT,AUT,Austria,2020-04-19T00:00:00.000Z,59,14662,12,443,奥地利,Autriche,Austria,Австрия,النمسا
1108,AT,AUT,Austria,2020-04-20T00:00:00.000Z,48,14710,9,452,奥地利,Autriche,Austria,Австрия,النمسا
1109,AT,AUT,Austria,2020-04-21T00:00:00.000Z,73,14783,10,462,奥地利,Autriche,Austria,Австрия,النمسا
1110,AT,AUT,Austria,2020-04-22T00:00:00.000Z,50,14833,1,463,奥地利,Autriche,Austria,Австрия,النمسا
1111,AT,AUT,Austria,2020-04-23T00:00:00.000Z,91,14924,31,494,奥地利,Autriche,Austria,Австрия,النمسا
1112,AT,AUT,Austria,2020-04-24T00:00:00.000Z,61,14985,14,508,奥地利,Autriche,Austria,Австрия,النمسا
1113,AT,AUT,Austria,2020-04-25T00:00:00.000Z,83,15068,5,513,奥地利,Autriche,Austria,Австрия,النمسا
1114,AT,AUT,Austria,2020-04-26T00:00:00.000Z,66,15134,23,536,奥地利,Autriche,Austria,Австрия,النمسا
1115,AT,AUT,Austria,2020-04-27T00:00:00.000Z,55,15189,6,542,奥地利,Autriche,Austria,Австрия,النمسا
1116,AT,AUT,Austria,2020-04-28T00:00:00.000Z,67,15256,7,549,奥地利,Autriche,Austria,Австрия,النمسا
1117,AT,AUT,Austria,2020-04-29T00:00:00.000Z,58,15314,20,569,奥地利,Autriche,Austria,Австрия,النمسا
1118,AT,AUT,Austria,2020-04-30T00:00:00.000Z,50,15364,11,580,奥地利,Autriche,Austria,Австрия,النمسا
1119,AT,AUT,Austria,2020-05-01T00:00:00.000Z,60,15424,4,584,奥地利,Autriche,Austria,Австрия,النمسا
1120,AT,AUT,Austria,2020-05-02T00:00:00.000Z,34,15458,5,589,奥地利,Autriche,Austria,Австрия,النمسا
1121,AT,AUT,Austria,2020-05-03T00:00:00.000Z,12,15470,7,596,奥地利,Autriche,Austria,Австрия,النمسا
1122,AT,AUT,Austria,2020-05-04T00:00:00.000Z,68,15538,2,598,奥地利,Autriche,Austria,Австрия,النمسا
1123,AT,AUT,Austria,2020-05-05T00:00:00.000Z,31,15569,2,600,奥地利,Autriche,Austria,Австрия,النمسا
1124,AT,AUT,Austria,2020-05-06T00:00:00.000Z,17,15586,6,606,奥地利,Autriche,Austria,Австрия,النمسا
1125,AT,AUT,Austria,2020-05-07T00:00:00.000Z,65,15651,2,608,奥地利,Autriche,Austria,Австрия,النمسا
1126,AT,AUT,Austria,2020-05-08T00:00:00.000Z,22,15673,1,609,奥地利,Autriche,Austria,Австрия,النمسا
1127,AT,AUT,Austria,2020-05-09T00:00:00.000Z,62,15735,5,614,奥地利,Autriche,Austria,Австрия,النمسا
1128,AT,AUT,Austria,2020-05-10T00:00:00.000Z,42,15777,1,615,奥地利,Autriche,Austria,Австрия,النمسا
1129,AT,AUT,Austria,2020-05-11T00:00:00.000Z,10,15787,3,618,奥地利,Autriche,Austria,Австрия,النمسا
1130,AT,AUT,Austria,2020-05-12T00:00:00.000Z,87,15874,2,620,奥地利,Autriche,Austria,Австрия,النمسا
1131,AT,AUT,Austria,2020-05-13T00:00:00.000Z,36,15910,3,623,奥地利,Autriche,Austria,Австрия,النمسا
1132,AT,AUT,Austria,2020-05-14T00:00:00.000Z,54,15964,1,624,奥地利,Autriche,Austria,Австрия,النمسا
1133,AT,AUT,Austria,2020-05-15T00:00:00.000Z,41,16005,2,626,奥地利,Autriche,Austria,Австрия,النمسا
1134,AT,AUT,Austria,2020-05-16T00:00:00.000Z,63,16068,2,628,奥地利,Autriche,Austria,Австрия,النمسا
1135,AT,AUT,Austria,2020-05-17T00:00:00.000Z,72,16140,0,628,奥地利,Autriche,Austria,Австрия,النمسا
1136,AT,AUT,Austria,2020-05-18T00:00:00.000Z,14,16154,1,629,奥地利,Autriche,Austria,Австрия,النمسا
1137,AT,AUT,Austria,2020-05-19T00:00:00.000Z,25,16179,0,629,奥地利,Autriche,Austria,Австрия,النمسا
1138,AT,AUT,Austria,2020-05-20T00:00:00.000Z,78,16257,3,632,奥地利,Autriche,Austria,Австрия,النمسا
1139,AT,AUT,Austria,2020-05-21T00:00:00.000Z,18,16275,1,633,奥地利,Autriche,Austria,Австрия,النمسا
1140,AT,AUT,Austria,2020-05-22T00:00:00.000Z,57,16332,0,633,奥地利,Autriche,Austria,Австрия,النمسا
1141,AT,AUT,Austria,2020-05-23T00:00:00.000Z,29,16361,2,635,奥地利,Autriche,Austria,Австрия,النمسا
1142,AT,AUT,Austria,2020-05-24T00:00:00.000Z,46,16407,4,639,奥地利,Autriche,Austria,Австрия,النمسا
1143,AT,AUT,Austria,2020-05-25T00:00:00.000Z,32,16439,1,640,奥地利,Autriche,Austria,Австрия,النمسا
1144,AT,AUT,Austria,2020-05-26T00:00:00.000Z,20,16459,1,641,奥地利,Autriche,Austria,Австрия,النمسا
1145,AT,AUT,Austria,2020-05-27T00:00:00.000Z,38,16497,2,643,奥地利,Autriche,Austria,Австрия,النمسا
1146,AT,AUT,Austria,2020-05-28T00:00:00.000Z,18,16515,2,645,奥地利,Autriche,Austria,Австрия,النمسا
1147,AT,AUT,Austria,2020-05-29T00:00:00.000Z,28,16543,23,668,奥地利,Autriche,Austria,Австрия,النمسا
1148,AT,AUT,Austria,2020-05-30T00:00:00.000Z,51,16594,0,668,奥地利,Autriche,Austria,Австрия,النمسا
1149,AT,AUT,Austria,2020-05-31T00:00:00.000Z,44,16638,0,668,奥地利,Autriche,Austria,Австрия,النمسا
1150,AT,AUT,Austria,2020-06-01T00:00:00.000Z,4,16642,0,668,奥地利,Autriche,Austria,Австрия,النمسا
1151,AT,AUT,Austria,2020-06-02T00:00:00.000Z,21,16663,0,668,奥地利,Autriche,Austria,Австрия,النمسا
1152,AT,AUT,Austria,2020-06-03T00:00:00.000Z,11,16674,1,669,奥地利,Autriche,Austria,Австрия,النمسا
1153,AT,AUT,Austria,2020-06-04T00:00:00.000Z,31,16705,1,670,奥地利,Autriche,Austria,Австрия,النمسا
1154,AT,AUT,Austria,2020-06-05T00:00:00.000Z,36,16741,0,670,奥地利,Autriche,Austria,Австрия,النمسا
1155,AT,AUT,Austria,2020-06-06T00:00:00.000Z,62,16803,2,672,奥地利,Autriche,Austria,Австрия,النمسا
1156,AT,AUT,Austria,2020-06-07T00:00:00.000Z,19,16822,0,672,奥地利,Autriche,Austria,Австрия,النمسا
1157,AZ,AZE,Azerbaijan,2020-02-29T00:00:00.000Z,3,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1158,AZ,AZE,Azerbaijan,2020-03-01T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1159,AZ,AZE,Azerbaijan,2020-03-02T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1160,AZ,AZE,Azerbaijan,2020-03-03T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1161,AZ,AZE,Azerbaijan,2020-03-04T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1162,AZ,AZE,Azerbaijan,2020-03-05T00:00:00.000Z,0,3,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1163,AZ,AZE,Azerbaijan,2020-03-06T00:00:00.000Z,6,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1164,AZ,AZE,Azerbaijan,2020-03-07T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1165,AZ,AZE,Azerbaijan,2020-03-08T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1166,AZ,AZE,Azerbaijan,2020-03-09T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1167,AZ,AZE,Azerbaijan,2020-03-10T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1168,AZ,AZE,Azerbaijan,2020-03-11T00:00:00.000Z,0,9,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1169,AZ,AZE,Azerbaijan,2020-03-12T00:00:00.000Z,2,11,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1170,AZ,AZE,Azerbaijan,2020-03-13T00:00:00.000Z,0,11,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1171,AZ,AZE,Azerbaijan,2020-03-14T00:00:00.000Z,8,19,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1172,AZ,AZE,Azerbaijan,2020-03-15T00:00:00.000Z,2,21,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1173,AZ,AZE,Azerbaijan,2020-03-16T00:00:00.000Z,0,21,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1174,AZ,AZE,Azerbaijan,2020-03-17T00:00:00.000Z,0,21,0,0,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1175,AZ,AZE,Azerbaijan,2020-03-18T00:00:00.000Z,13,34,1,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1176,AZ,AZE,Azerbaijan,2020-03-19T00:00:00.000Z,0,34,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1177,AZ,AZE,Azerbaijan,2020-03-20T00:00:00.000Z,10,44,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1178,AZ,AZE,Azerbaijan,2020-03-21T00:00:00.000Z,9,53,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1179,AZ,AZE,Azerbaijan,2020-03-22T00:00:00.000Z,0,53,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1180,AZ,AZE,Azerbaijan,2020-03-23T00:00:00.000Z,12,65,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1181,AZ,AZE,Azerbaijan,2020-03-24T00:00:00.000Z,7,72,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1182,AZ,AZE,Azerbaijan,2020-03-25T00:00:00.000Z,15,87,0,1,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1183,AZ,AZE,Azerbaijan,2020-03-26T00:00:00.000Z,6,93,1,2,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1184,AZ,AZE,Azerbaijan,2020-03-27T00:00:00.000Z,29,122,1,3,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1185,AZ,AZE,Azerbaijan,2020-03-28T00:00:00.000Z,25,147,0,3,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1186,AZ,AZE,Azerbaijan,2020-03-29T00:00:00.000Z,17,164,1,4,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1187,AZ,AZE,Azerbaijan,2020-03-30T00:00:00.000Z,26,190,0,4,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1188,AZ,AZE,Azerbaijan,2020-03-31T00:00:00.000Z,83,273,0,4,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1189,AZ,AZE,Azerbaijan,2020-04-01T00:00:00.000Z,25,298,1,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1190,AZ,AZE,Azerbaijan,2020-04-02T00:00:00.000Z,61,359,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1191,AZ,AZE,Azerbaijan,2020-04-03T00:00:00.000Z,41,400,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1192,AZ,AZE,Azerbaijan,2020-04-04T00:00:00.000Z,43,443,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1193,AZ,AZE,Azerbaijan,2020-04-05T00:00:00.000Z,69,512,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1194,AZ,AZE,Azerbaijan,2020-04-06T00:00:00.000Z,72,584,0,5,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1195,AZ,AZE,Azerbaijan,2020-04-07T00:00:00.000Z,57,641,2,7,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1196,AZ,AZE,Azerbaijan,2020-04-08T00:00:00.000Z,76,717,1,8,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1197,AZ,AZE,Azerbaijan,2020-04-09T00:00:00.000Z,105,822,0,8,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1198,AZ,AZE,Azerbaijan,2020-04-10T00:00:00.000Z,104,926,1,9,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1199,AZ,AZE,Azerbaijan,2020-04-11T00:00:00.000Z,65,991,1,10,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1200,AZ,AZE,Azerbaijan,2020-04-12T00:00:00.000Z,67,1058,1,11,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1201,AZ,AZE,Azerbaijan,2020-04-13T00:00:00.000Z,40,1098,0,11,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1202,AZ,AZE,Azerbaijan,2020-04-14T00:00:00.000Z,50,1148,1,12,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1203,AZ,AZE,Azerbaijan,2020-04-15T00:00:00.000Z,49,1197,1,13,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1204,AZ,AZE,Azerbaijan,2020-04-16T00:00:00.000Z,56,1253,0,13,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1205,AZ,AZE,Azerbaijan,2020-04-17T00:00:00.000Z,30,1283,2,15,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1206,AZ,AZE,Azerbaijan,2020-04-18T00:00:00.000Z,57,1340,0,15,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1207,AZ,AZE,Azerbaijan,2020-04-19T00:00:00.000Z,33,1373,3,18,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1208,AZ,AZE,Azerbaijan,2020-04-20T00:00:00.000Z,25,1398,1,19,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1209,AZ,AZE,Azerbaijan,2020-04-21T00:00:00.000Z,38,1436,0,19,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1210,AZ,AZE,Azerbaijan,2020-04-22T00:00:00.000Z,44,1480,1,20,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1211,AZ,AZE,Azerbaijan,2020-04-23T00:00:00.000Z,38,1518,0,20,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1212,AZ,AZE,Azerbaijan,2020-04-24T00:00:00.000Z,30,1548,0,20,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1213,AZ,AZE,Azerbaijan,2020-04-25T00:00:00.000Z,44,1592,1,21,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1214,AZ,AZE,Azerbaijan,2020-04-26T00:00:00.000Z,25,1617,0,21,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1215,AZ,AZE,Azerbaijan,2020-04-27T00:00:00.000Z,28,1645,0,21,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1216,AZ,AZE,Azerbaijan,2020-04-28T00:00:00.000Z,33,1678,1,22,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1217,AZ,AZE,Azerbaijan,2020-04-29T00:00:00.000Z,39,1717,0,22,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1218,AZ,AZE,Azerbaijan,2020-04-30T00:00:00.000Z,49,1766,1,23,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
1219,AZ,AZE,Azerbaijan,2020-05-01T00:00:00.000Z,38,1804,1,24,阿塞拜疆,Azerbaïdjan,Azerbaiyán,Азербайджан,أذربيجان
